# BEGIN PLOT
XLabel=$\ln (R/\Delta R)$
YMax=5.96
XMax=4.33
Title=$\frac{1}{N_{jets}}\frac{d^{2} N_{emissions}}{d\ln (R/\Delta R) d\ln (1/z)}$
YLabel=$\ln (1/z)$
LogY=0
# END PLOT

# BEGIN HISTO2D //home/soumyadip/Workspace/Zigzag/25Dec2022_py8.yoda/ATLAS_2020_I1790256/d01-x01-y01
Path=//home/soumyadip/Workspace/Zigzag/25Dec2022_py8.yoda/ATLAS_2020_I1790256/d01-x01-y01
ScaledBy=7.52506948932304022e+03
Title=25Dec2022_py8
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
3.333330e+00	3.666670e+00	6.931470e-01	9.704060e-01	9.895772e-01	6.084923e-02	6.084923e-02
3.333330e+00	3.666670e+00	9.704060e-01	1.247660e+00	7.620163e-01	5.113735e-02	5.113735e-02
3.333330e+00	3.666670e+00	1.247660e+00	1.524920e+00	6.511511e-01	4.365833e-02	4.365833e-02
3.333330e+00	3.666670e+00	1.524920e+00	1.802180e+00	6.827776e-01	4.883591e-02	4.883591e-02
3.333330e+00	3.666670e+00	1.802180e+00	2.079440e+00	5.316217e-01	3.867724e-02	3.867724e-02
3.333330e+00	3.666670e+00	2.079440e+00	2.356700e+00	5.381389e-01	4.116201e-02	4.116201e-02
3.333330e+00	3.666670e+00	2.356700e+00	2.633960e+00	4.295310e-01	3.376534e-02	3.376534e-02
3.333330e+00	3.666670e+00	2.633960e+00	2.911220e+00	3.342198e-01	2.856185e-02	2.856185e-02
3.333330e+00	3.666670e+00	2.911220e+00	3.188480e+00	2.154578e-01	2.261921e-02	2.261921e-02
3.333330e+00	3.666670e+00	3.188480e+00	3.465740e+00	1.540411e-01	1.963886e-02	1.963886e-02
3.333330e+00	3.666670e+00	3.465740e+00	3.742990e+00	1.163382e-01	1.602452e-02	1.602452e-02
3.333330e+00	3.666670e+00	3.742990e+00	4.020250e+00	7.066390e-02	1.166549e-02	1.166549e-02
3.333330e+00	3.666670e+00	4.020250e+00	4.297510e+00	4.826933e-02	9.942131e-03	9.942131e-03
3.333330e+00	3.666670e+00	4.297510e+00	4.574770e+00	3.907286e-02	8.942428e-03	8.942428e-03
